source_queue,product_id,product_name,spec_id,model_name,suggested_qty,bucket,shopee_image,old_url,old_offer_id,old_sku_id,old_health,candidate_status,candidate_offer_url,candidate_offer_id,candidate_sku_name,candidate_sku_id,candidate_spec,confidence,reason,method,alt_offer_id,search_query,checked_at,planC_note
AI2_dead,12439413079,隔日到貨🔥 iPhone 手機殼 17 16 15 14 13 12 11 XS XR SE3 X 保護殼 軟殼 蘋果,171110111462,"2.熊熊,11",5,url_suspect,https://cf.shopee.tw/file/267ed1f2ca0e8508e03806fcfa22fc12_tn,https://detail.1688.com/offer/647266157547.html,647266157547,,dead,with_candidate,https://detail.1688.com/offer/657336800632.html,657336800632,古董白 睡帽熊,4918342342355,古董白 睡帽熊>11 6.1,低,原熊熊殼 647266157547 404。塔下睡帽熊有 iPhone 11，僅「小熊殼」品類接近，花色不同。,planC_reuse,,塔下睡帽熊 657336800632 對機型 11,2026-09-09T02:27:09Z,planC_reuse
AI2_dead,15096771610,隔日到貨🔥 矽膠手環 手機殼手環 適用所有手機殼 手機殼吊飾 手環扣 手腕帶 手機掛件 掛飾 鍊條 手機掛繩 手機掛鉤,39270698621,藍灰,5,url_suspect,https://cf.shopee.tw/file/tw-11134207-23030-9cvmo4hb39nvb1_tn,https://detail.1688.com/offer/674019917510.html,674019917510,,dead,no_candidate,,,,,,,矽膠手環藍灰：同上。,planC_reuse,,硅胶手环 手机壳 蓝灰,2026-09-09T02:51:57Z,planC_no_candidate
AI2_dead,15276471498,隔日到貨🔥 iPhone 手機殼 14 13 12 11 pro Max XS XR SE 8plus 保護殼 軟殼,125316965871,"相框古董白,XS Max",5,url_suspect,https://cf.shopee.tw/file/sg-11134201-22110-vvqyy8wugdkv7b_tn,https://detail.1688.com/offer/641213194100.html,641213194100,,dead,no_candidate,,,,,,,相框古董白 XS Max：原 404。塔下活頁是睡帽熊／菲林兔，沒有相框古董白。,planC_reuse,,iPhone 手机壳 相框 古董白,2026-09-09T02:51:57Z,planC_no_candidate
AI2_dead,15276471498,隔日到貨🔥 iPhone 手機殼 14 13 12 11 pro Max XS XR SE 8plus 保護殼 軟殼,125316965872,"相框古董白,12 pro",5,url_suspect,https://cf.shopee.tw/file/sg-11134201-22110-vvqyy8wugdkv7b_tn,https://detail.1688.com/offer/641213194100.html,641213194100,,dead,no_candidate,,,,,,,相框古董白 12 pro：同上。,planC_reuse,,iPhone 手机壳 相框 古董白 12pro,2026-09-09T02:51:57Z,planC_no_candidate
AI2_dead,18066755908,隔日到貨🔥 ins 韓版網紅爆款 S14 大C純色棉襪 高筒襪 長襪 韓風熱銷 女襪 襪子 可愛襪 運動襪 秋冬襪,220416359804,咖啡,5,url_suspect,https://cf.shopee.tw/file/sg-11134201-22120-vprx1bnsookva0_tn,https://detail.1688.com/offer/680647200035.html,680647200035,,dead,blocked_captcha,,,,,,,blocked_captcha 卡在 https://s.1688.com//selloffer/offer_search.htm/_____tmd_____/punish?x5secdata=xfC7TB66An8jlPhVB5lrVHzO5xNYUIFv7k__P49OuOV3FkEsSBaa0O8n39oH6aULS_hIambjqi1mAYx9nOjPNTdZ1PFKRaDmXZXlZ33ec41FWJIduzDKdiV4k9pkDtFbcwsFSTZ5XmG1z5IiWork0ehHZvfME9iY0FD26jg2Q3AGtmjye0zeP1umUuHfbXa_eiQ_zPnRkRyfNi6RRV0K0bMxwsphiTEXgKGjZqVvptD4iKJvXuqXvJyOIhs0Ia9zU7zBezCeXui5FqL2LXVGa8se3JEAmGZ5bNWFaTfW9oeU_61d3Pn3YPjeXKvJePKsPvd5kxpyFLafne3b7-2nLPHrmxkQ1iRmAfXA2D8NOmWEnEjHbjbWZWEPYlajqetk5LarvD7qCpYeryCD5ZScMkFaXfW5LyMtvbBZjE81KcVaS5in8bcwunIt_nwbcDWN6fv-IC9QbBx6aDm2NzO3jeC9BPpGZ57_QEyOgzbviV-9Uf_2J3dq0VoNfhjq5YMJNj1Nt2pivRs-mNOw7Hwx-5ELcDFshNMcEa7LJuSWNP5ZK_BXvmQsT2EypYxVuY8uaqCne-6XEhcdNTyhxgL0ARFGx7zp_gHeks2Wa9CfKRcMf1xpBmMQCLUcZxW9RxggbZBjPVhpWN_-T9JBw-_XtgFZFsluf0ggrmD84nIctcJAJgo49qRSeugrq9YRn10jIT1loMP9Q5jmnHj2Beul13Oev16yzeB36oig0cfqAM29zhuGT82LnHrdB5xdGuraU3wgF-3Go4qkQKkh43Wu3urAOcEZxTG7gl0P0M7WAMDhdEZD0qakLJ_m3yk-rK70Qvl4ZRtNotslfUlQdV41v4yOUnXJpvI4dfqKLAk5MnIeUhqxzp_N65KTZQw02NODemOaxqMtXEE3jk3NicGTfEBg__bx__s.1688.com%2fselloffer%2foffer_search.htm&x5step=1 關鍵字「」,site_search,,,2026-09-09T04:04:45Z,
AI2_dead,20488473843,隔日到貨🔥 ins爆款 充電器保護套 20W 適用蘋果 線套 咬線器 集線器 iPhone 充電線套 充電套,204277011264,8. 套裝 - 藍大愛心,5,url_suspect,https://cf.shopee.tw/file/tw-11134207-7qukx-lghmvsuifegxe3_tn,https://detail.1688.com/offer/691886666407.html,691886666407,,dead,no_candidate,,,,,,,藍大愛心充電套裝：布叮有小花愛心咬線器，不是大愛心頭套+線套。原 691886666407 404。,planC_reuse,,充电器保护套 20W 蓝大爱心,2026-09-09T02:51:57Z,planC_no_candidate
AI2_dead,22568487237,隔日到貨🔥 iPhone 手機殼 15 14 13 12 11 pro Max XS XR SE 保護殼 軟殼,214612360860,"下午茶點,15",5,url_suspect,https://cf.shopee.tw/file/tw-11134207-7qul6-lh1nkdbtyzop15_tn,https://detail.1688.com/offer/716952591571.html,716952591571,,dead,no_candidate,,,,,,,下午茶點 15：原 404，活頁沒這花色。,planC_reuse,,iPhone 手机壳 下午茶,2026-09-09T02:51:57Z,planC_no_candidate
AI2_off_shelf,8743346211,隔日到貨🔥 iPhone 手機殼 15 14 13 12 11 pro Max XS XR SE 保護殼 軟殼,64914252592,11 pro,5,url_suspect,https://deo.shopeemobile.com/shopee/shopee-seller-live-sg/mmf_portal_seller_root_dir/static/modules/product-list/image/default-item-model-image.2601159.png,https://detail.1688.com/offer/635124351042.html,635124351042,,off_shelf,with_candidate,https://detail.1688.com/offer/657336800632.html,657336800632,古董白 睡帽熊,4918342342354,古董白 睡帽熊>11pro 5.8,低,原側邊小熊殼已下架。同店塔下還有「睡帽熊」11pro 活頁，都是小熊軟殼，但花色不是側邊小熊。,planC_reuse,,原下架頁「查看該店其他商品」→ 塔下 657336800632 睡帽熊,2026-09-09T02:27:09Z,planC_reuse
AI2_dead,9150720936,隔日到貨🔥 韓風熱銷款🏆 太空人 吊飾 鑰匙扣 鑰匙圈 汽車鑰匙圈 公仔 掛飾 吊墜 掛鉤 吊環 墜飾,91757189453,1. 藍色太空人,5,url_suspect,https://cf.shopee.tw/file/b092b22c55a7c6371270bf30f8b1f441_tn,https://detail.1688.com/offer/612901941751.html,612901941751,,dead,no_candidate,,,,,,,藍色太空人鑰匙扣 404。見到的「蓝色宇航员」是 AirPods 套（肥猪），不是鑰匙扣。,planC_reuse,,太空人 钥匙扣 蓝色,2026-09-09T02:51:57Z,planC_no_candidate
AI2_dead,9150720936,隔日到貨🔥 韓風熱銷款🏆 太空人 吊飾 鑰匙扣 鑰匙圈 汽車鑰匙圈 公仔 掛飾 吊墜 掛鉤 吊環 墜飾,91757189465,10. 小熊,5,url_suspect,https://cf.shopee.tw/file/39674d5ef8f0a99d7e854eba07240bcc_tn,https://detail.1688.com/offer/612901941751.html,612901941751,,dead,no_candidate,,,,,,,太空人系列「小熊」鑰匙扣：同上，沒開到鑰匙扣活頁。,planC_reuse,,太空人 钥匙扣 小熊,2026-09-09T02:51:57Z,planC_no_candidate
AI2_dead,11515936363,隔日到貨🔥 韓風熱銷款🏆 韓國ins 吊飾 鑰匙扣 鑰匙圈 文青 汽車鑰匙 公仔 掛飾 吊墜 掛鉤 吊環 墜飾,46254013217,7. 笑臉牛奶鑰匙圈,5,url_suspect,https://cf.shopee.tw/file/99c871f61ef8f771196a9f9316f2006a_tn,https://detail.1688.com/offer/617123543564.html,617123543564,,dead,blocked_captcha,,,,,,,blocked_captcha 卡在 https://s.1688.com//selloffer/offer_search.htm/_____tmd_____/punish?x5secdata=xfC7TB66An8jlPhVB5lrVHzO5xNYUIFv7k__P49OuOV3FkEsSBaa0O8n39oH6aULS_hIambjqi1mAYx9nOjPNTdZ1PFKRaDmXZXlZ33ec41FWJIduzDKdiV4k9pkDtFbcwsFSTZ5XmG1z5IiWork0ehHZvfME9iY0FD26jg2Q3AGtmjye0zeP1umUuHfbXa_eiQ_zPnRkRyfNi6RRV0K0bMxwsphiTEXgKGjZqVvptD4iKJvXuqXvJyOIhs0Ia9zU7zBezCeXui5FqL2LXVGa8se3JEAmGZ5bNWFaTfW9oeU_61d3Pn3YPjeXKvJePKsPvd5kxpyFLafne3b7-2nLPHrmxkQ1iRmAfXA2D8NOmWEnEjHbjbWZWEPYlajqetk5LarvD7qCpYeryCD5ZScMkFaXfW5LyMtvbBZjE81KcVaS5in8bcwunIt_nwbcDWN6fv-IC9QbBx6aDm2NzO3jeC9BPpGZ57_QEyOgzbviV-9Uf_2J3dq0VoNfhjq5YMJNj1Nt2pivRs-mNOw7Hwx-5ELcDFshNMcEa7LJuSWNP5ZK_BXvmQsT2EypYxVuY8uaqCne-6XEhcdNTyhxgL0ARFGx7zp_gHeks2Wa9CfKRcMf1xpBmMQCLUcZxW9RxggbZBjPVhpWN_-T9JBw-_XtgFZFsluf0ggrmD84nIctcJAJgo49qRSeugrq9YRn10jIT1loMP9Q5jmnHj2Beul13Oev16yzeB36oig0cfqAM29zhuGT82LnHrdB5xdGuraU3wgF-3Go4qkQKkh43Wu3urAOcEZxTG7gl0P0M7WAMDhdEZD0qakLJ_m3yk-rK70Qvl4ZRtNotslfUlQdV41v4yOUnXJpvI4dfqKLAk5MnIeUhqxzp_N65KTZQw02NODemOaxqMtXEE3jk3NicGTfEBg__bx__s.1688.com%2fselloffer%2foffer_search.htm&x5step=1 關鍵字「」,site_search,,,2026-09-09T04:04:45Z,
AI2_dead,11515936363,隔日到貨🔥 韓風熱銷款🏆 韓國ins 吊飾 鑰匙扣 鑰匙圈 文青 汽車鑰匙 公仔 掛飾 吊墜 掛鉤 吊環 墜飾,46254013218,8. 棕色考拉鑰匙圈,5,url_suspect,https://cf.shopee.tw/file/b25a48dd1b2908e8480dcc10144ba2e0_tn,https://detail.1688.com/offer/617123543564.html,617123543564,,dead,blocked_captcha,,,,,,,blocked_captcha 卡在 https://s.1688.com//selloffer/offer_search.htm/_____tmd_____/punish?x5secdata=xfC7TB66An8jlPhVB5lrVHzO5xNYUIFv7k__P49OuOV3FkEsSBaa0O8n39oH6aULS_hIambjqi1mAYx9nOjPNTdZ1PFKRaDmXZXlZ33ec41FWJIduzDKdiV4k9pkDtFbcwsFSTZ5XmG1z5IiWork0ehHZvfME9iY0FD26jg2Q3AGtmjye0zeP1umUuHfbXa_eiQ_zPnRkRyfNi6RRV0K0bMxwsphiTEXgKGjZqVvptD4iKJvXuqXvJyOIhs0Ia9zU7zBezCeXui5FqL2LXVGa8se3JEAmGZ5bNWFaTfW9oeU_61d3Pn3YPjeXKvJePKsPvd5kxpyFLafne3b7-2nLPHrmxkQ1iRmAfXA2D8NOmWEnEjHbjbWZWEPYlajqetk5LarvD7qCpYeryCD5ZScMkFaXfW5LyMtvbBZjE81KcVaS5in8bcwunIt_nwbcDWN6fv-IC9QbBx6aDm2NzO3jeC9BPpGZ57_QEyOgzbviV-9Uf_2J3dq0VoNfhjq5YMJNj1Nt2pivRs-mNOw7Hwx-5ELcDFshNMcEa7LJuSWNP5ZK_BXvmQsT2EypYxVuY8uaqCne-6XEhcdNTyhxgL0ARFGx7zp_gHeks2Wa9CfKRcMf1xpBmMQCLUcZxW9RxggbZBjPVhpWN_-T9JBw-_XtgFZFsluf0ggrmD84nIctcJAJgo49qRSeugrq9YRn10jIT1loMP9Q5jmnHj2Beul13Oev16yzeB36oig0cfqAM29zhuGT82LnHrdB5xdGuraU3wgF-3Go4qkQKkh43Wu3urAOcEZxTG7gl0P0M7WAMDhdEZD0qakLJ_m3yk-rK70Qvl4ZRtNotslfUlQdV41v4yOUnXJpvI4dfqKLAk5MnIeUhqxzp_N65KTZQw02NODemOaxqMtXEE3jk3NicGTfEBg__bx__s.1688.com%2fselloffer%2foffer_search.htm&x5step=1 關鍵字「」,site_search,,,2026-09-09T04:04:45Z,
AI2_dead,11515936363,隔日到貨🔥 韓風熱銷款🏆 韓國ins 吊飾 鑰匙扣 鑰匙圈 文青 汽車鑰匙 公仔 掛飾 吊墜 掛鉤 吊環 墜飾,46254013220,17. 黃色太陽花鑰匙圈,5,url_suspect,https://cf.shopee.tw/file/9beaa5c6deb62fd095962576bd711d3a_tn,https://detail.1688.com/offer/622441480241.html,622441480241,,dead,blocked_captcha,,,,,,,blocked_captcha 卡在 https://s.1688.com//selloffer/offer_search.htm/_____tmd_____/punish?x5secdata=xfC7TB66An8jlPhVB5lrVHzO5xNYUIFv7k__P49OuOV3FkEsSBaa0O8n39oH6aULS_hIambjqi1mAYx9nOjPNTdZ1PFKRaDmXZXlZ33ec41FWJIduzDKdiV4k9pkDtFbcwsFSTZ5XmG1z5IiWork0ehHZvfME9iY0FD26jg2Q3AGtmjye0zeP1umUuHfbXa_eiQ_zPnRkRyfNi6RRV0K0bMxwsphiTEXgKGjZqVvptD4iKJvXuqXvJyOIhs0Ia9zU7zBezCeXui5FqL2LXVGa8se3JEAmGZ5bNWFaTfW9oeU_61d3Pn3YPjeXKvJePKsPvd5kxpyFLafne3b7-2nLPHrmxkQ1iRmAfXA2D8NOmWEnEjHbjbWZWEPYlajqetk5LarvD7qCpYeryCD5ZScMkFaXfW5LyMtvbBZjE81KcVaS5in8bcwunIt_nwbcDWN6fv-IC9QbBx6aDm2NzO3jeC9BPpGZ57_QEyOgzbviV-9Uf_2J3dq0VoNfhjq5YMJNj1Nt2pivRs-mNOw7Hwx-5ELcDFshNMcEa7LJuSWNP5ZK_BXvmQsT2EypYxVuY8uaqCne-6XEhcdNTyhxgL0ARFGx7zp_gHeks2Wa9CfKRcMf1xpBmMQCLUcZxW9RxggbZBjPVhpWN_-T9JBw-_XtgFZFsluf0ggrmD84nIctcJAJgo49qRSeugrq9YRn10jIT1loMP9Q5jmnHj2Beul13Oev16yzeB36oig0cfqAM29zhuGT82LnHrdB5xdGuraU3wgF-3Go4qkQKkh43Wu3urAOcEZxTG7gl0P0M7WAMDhdEZD0qakLJ_m3yk-rK70Qvl4ZRtNotslfUlQdV41v4yOUnXJpvI4dfqKLAk5MnIeUhqxzp_N65KTZQw02NODemOaxqMtXEE3jk3NicGTfEBg__bx__s.1688.com%2fselloffer%2foffer_search.htm&x5step=1 關鍵字「」,site_search,,,2026-09-09T04:04:45Z,
AI2_dead,11515936363,隔日到貨🔥 韓風熱銷款🏆 韓國ins 吊飾 鑰匙扣 鑰匙圈 文青 汽車鑰匙 公仔 掛飾 吊墜 掛鉤 吊環 墜飾,46254013221,18. 白色呆呆熊鑰匙圈,5,url_suspect,https://cf.shopee.tw/file/4145f9dcab2bde2c95fd33c503df7d81_tn,https://detail.1688.com/offer/622441480241.html,622441480241,,dead,blocked_captcha,,,,,,,blocked_captcha 卡在 https://s.1688.com//selloffer/offer_search.htm/_____tmd_____/punish?x5secdata=xfC7TB66An8jlPhVB5lrVHzO5xNYUIFv7k__P49OuOV3FkEsSBaa0O8n39oH6aULS_hIambjqi1mAYx9nOjPNTdZ1PFKRaDmXZXlZ33ec41FWJIduzDKdiV4k9pkDtFbcwsFSTZ5XmG1z5IiWork0ehHZvfME9iY0FD26jg2Q3AGtmjye0zeP1umUuHfbXa_eiQ_zPnRkRyfNi6RRV0K0bMxwsphiTEXgKGjZqVvptD4iKJvXuqXvJyOIhs0Ia9zU7zBezCeXui5FqL2LXVGa8se3JEAmGZ5bNWFaTfW9oeU_61d3Pn3YPjeXKvJePKsPvd5kxpyFLafne3b7-2nLPHrmxkQ1iRmAfXA2D8NOmWEnEjHbjbWZWEPYlajqetk5LarvD7qCpYeryCD5ZScMkFaXfW5LyMtvbBZjE81KcVaS5in8bcwunIt_nwbcDWN6fv-IC9QbBx6aDm2NzO3jeC9BPpGZ57_QEyOgzbviV-9Uf_2J3dq0VoNfhjq5YMJNj1Nt2pivRs-mNOw7Hwx-5ELcDFshNMcEa7LJuSWNP5ZK_BXvmQsT2EypYxVuY8uaqCne-6XEhcdNTyhxgL0ARFGx7zp_gHeks2Wa9CfKRcMf1xpBmMQCLUcZxW9RxggbZBjPVhpWN_-T9JBw-_XtgFZFsluf0ggrmD84nIctcJAJgo49qRSeugrq9YRn10jIT1loMP9Q5jmnHj2Beul13Oev16yzeB36oig0cfqAM29zhuGT82LnHrdB5xdGuraU3wgF-3Go4qkQKkh43Wu3urAOcEZxTG7gl0P0M7WAMDhdEZD0qakLJ_m3yk-rK70Qvl4ZRtNotslfUlQdV41v4yOUnXJpvI4dfqKLAk5MnIeUhqxzp_N65KTZQw02NODemOaxqMtXEE3jk3NicGTfEBg__bx__s.1688.com%2fselloffer%2foffer_search.htm&x5step=1 關鍵字「」,site_search,,,2026-09-09T04:04:45Z,
AI2_dead,11515936363,隔日到貨🔥 韓風熱銷款🏆 韓國ins 吊飾 鑰匙扣 鑰匙圈 文青 汽車鑰匙 公仔 掛飾 吊墜 掛鉤 吊環 墜飾,46254013224,6. 黃色花鑰匙圈,5,url_suspect,https://cf.shopee.tw/file/543303a0e77a5b496dd125c873d5d604_tn,https://detail.1688.com/offer/601777449827.html,601777449827,,dead,blocked_captcha,,,,,,,blocked_captcha 卡在 https://s.1688.com//selloffer/offer_search.htm/_____tmd_____/punish?x5secdata=xfC7TB66An8jlPhVB5lrVHzO5xNYUIFv7k__P49OuOV3FkEsSBaa0O8n39oH6aULS_hIambjqi1mAYx9nOjPNTdZ1PFKRaDmXZXlZ33ec41FWJIduzDKdiV4k9pkDtFbcwsFSTZ5XmG1z5IiWork0ehHZvfME9iY0FD26jg2Q3AGtmjye0zeP1umUuHfbXa_eiQ_zPnRkRyfNi6RRV0K0bMxwsphiTEXgKGjZqVvptD4iKJvXuqXvJyOIhs0Ia9zU7zBezCeXui5FqL2LXVGa8se3JEAmGZ5bNWFaTfW9oeU_61d3Pn3YPjeXKvJePKsPvd5kxpyFLafne3b7-2nLPHrmxkQ1iRmAfXA2D8NOmWEnEjHbjbWZWEPYlajqetk5LarvD7qCpYeryCD5ZScMkFaXfW5LyMtvbBZjE81KcVaS5in8bcwunIt_nwbcDWN6fv-IC9QbBx6aDm2NzO3jeC9BPpGZ57_QEyOgzbviV-9Uf_2J3dq0VoNfhjq5YMJNj1Nt2pivRs-mNOw7Hwx-5ELcDFshNMcEa7LJuSWNP5ZK_BXvmQsT2EypYxVuY8uaqCne-6XEhcdNTyhxgL0ARFGx7zp_gHeks2Wa9CfKRcMf1xpBmMQCLUcZxW9RxggbZBjPVhpWN_-T9JBw-_XtgFZFsluf0ggrmD84nIctcJAJgo49qRSeugrq9YRn10jIT1loMP9Q5jmnHj2Beul13Oev16yzeB36oig0cfqAM29zhuGT82LnHrdB5xdGuraU3wgF-3Go4qkQKkh43Wu3urAOcEZxTG7gl0P0M7WAMDhdEZD0qakLJ_m3yk-rK70Qvl4ZRtNotslfUlQdV41v4yOUnXJpvI4dfqKLAk5MnIeUhqxzp_N65KTZQw02NODemOaxqMtXEE3jk3NicGTfEBg__bx__s.1688.com%2fselloffer%2foffer_search.htm&x5step=1 關鍵字「」,site_search,,,2026-09-09T04:04:45Z,
AI2_dead,11515936363,隔日到貨🔥 韓風熱銷款🏆 韓國ins 吊飾 鑰匙扣 鑰匙圈 文青 汽車鑰匙 公仔 掛飾 吊墜 掛鉤 吊環 墜飾,46254013226,5. 紫色花鑰匙圈,5,url_suspect,https://cf.shopee.tw/file/479eedc4d680e06cc120c90df7cb4f53_tn,https://detail.1688.com/offer/601777449827.html,601777449827,,dead,blocked_captcha,,,,,,,blocked_captcha 卡在 https://s.1688.com//selloffer/offer_search.htm/_____tmd_____/punish?x5secdata=xfC7TB66An8jlPhVB5lrVHzO5xNYUIFv7k__P49OuOV3FkEsSBaa0O8n39oH6aULS_hIambjqi1mAYx9nOjPNTdZ1PFKRaDmXZXlZ33ec41FWJIduzDKdiV4k9pkDtFbcwsFSTZ5XmG1z5IiWork0ehHZvfME9iY0FD26jg2Q3AGtmjye0zeP1umUuHfbXa_eiQ_zPnRkRyfNi6RRV0K0bMxwsphiTEXgKGjZqVvptD4iKJvXuqXvJyOIhs0Ia9zU7zBezCeXui5FqL2LXVGa8se3JEAmGZ5bNWFaTfW9oeU_61d3Pn3YPjeXKvJePKsPvd5kxpyFLafne3b7-2nLPHrmxkQ1iRmAfXA2D8NOmWEnEjHbjbWZWEPYlajqetk5LarvD7qCpYeryCD5ZScMkFaXfW5LyMtvbBZjE81KcVaS5in8bcwunIt_nwbcDWN6fv-IC9QbBx6aDm2NzO3jeC9BPpGZ57_QEyOgzbviV-9Uf_2J3dq0VoNfhjq5YMJNj1Nt2pivRs-mNOw7Hwx-5ELcDFshNMcEa7LJuSWNP5ZK_BXvmQsT2EypYxVuY8uaqCne-6XEhcdNTyhxgL0ARFGx7zp_gHeks2Wa9CfKRcMf1xpBmMQCLUcZxW9RxggbZBjPVhpWN_-T9JBw-_XtgFZFsluf0ggrmD84nIctcJAJgo49qRSeugrq9YRn10jIT1loMP9Q5jmnHj2Beul13Oev16yzeB36oig0cfqAM29zhuGT82LnHrdB5xdGuraU3wgF-3Go4qkQKkh43Wu3urAOcEZxTG7gl0P0M7WAMDhdEZD0qakLJ_m3yk-rK70Qvl4ZRtNotslfUlQdV41v4yOUnXJpvI4dfqKLAk5MnIeUhqxzp_N65KTZQw02NODemOaxqMtXEE3jk3NicGTfEBg__bx__s.1688.com%2fselloffer%2foffer_search.htm&x5step=1 關鍵字「」,site_search,,,2026-09-09T04:04:45Z,
AI2_dead,11515936363,隔日到貨🔥 韓風熱銷款🏆 韓國ins 吊飾 鑰匙扣 鑰匙圈 文青 汽車鑰匙 公仔 掛飾 吊墜 掛鉤 吊環 墜飾,46254013227,9. umu布丁鑰匙圈,5,url_suspect,https://cf.shopee.tw/file/984e928efdfa2136d0e9960b8dd341bd_tn,https://detail.1688.com/offer/617123543564.html,617123543564,,dead,blocked_captcha,,,,,,,blocked_captcha 卡在 https://s.1688.com//selloffer/offer_search.htm/_____tmd_____/punish?x5secdata=xfC7TB66An8jlPhVB5lrVHzO5xNYUIFv7k__P49OuOV3FkEsSBaa0O8n39oH6aULS_hIambjqi1mAYx9nOjPNTdZ1PFKRaDmXZXlZ33ec41FWJIduzDKdiV4k9pkDtFbcwsFSTZ5XmG1z5IiWork0ehHZvfME9iY0FD26jg2Q3AGtmjye0zeP1umUuHfbXa_eiQ_zPnRkRyfNi6RRV0K0bMxwsphiTEXgKGjZqVvptD4iKJvXuqXvJyOIhs0Ia9zU7zBezCeXui5FqL2LXVGa8se3JEAmGZ5bNWFaTfW9oeU_61d3Pn3YPjeXKvJePKsPvd5kxpyFLafne3b7-2nLPHrmxkQ1iRmAfXA2D8NOmWEnEjHbjbWZWEPYlajqetk5LarvD7qCpYeryCD5ZScMkFaXfW5LyMtvbBZjE81KcVaS5in8bcwunIt_nwbcDWN6fv-IC9QbBx6aDm2NzO3jeC9BPpGZ57_QEyOgzbviV-9Uf_2J3dq0VoNfhjq5YMJNj1Nt2pivRs-mNOw7Hwx-5ELcDFshNMcEa7LJuSWNP5ZK_BXvmQsT2EypYxVuY8uaqCne-6XEhcdNTyhxgL0ARFGx7zp_gHeks2Wa9CfKRcMf1xpBmMQCLUcZxW9RxggbZBjPVhpWN_-T9JBw-_XtgFZFsluf0ggrmD84nIctcJAJgo49qRSeugrq9YRn10jIT1loMP9Q5jmnHj2Beul13Oev16yzeB36oig0cfqAM29zhuGT82LnHrdB5xdGuraU3wgF-3Go4qkQKkh43Wu3urAOcEZxTG7gl0P0M7WAMDhdEZD0qakLJ_m3yk-rK70Qvl4ZRtNotslfUlQdV41v4yOUnXJpvI4dfqKLAk5MnIeUhqxzp_N65KTZQw02NODemOaxqMtXEE3jk3NicGTfEBg__bx__s.1688.com%2fselloffer%2foffer_search.htm&x5step=1 關鍵字「」,site_search,,,2026-09-09T04:04:45Z,
AI2_dead,11515936363,隔日到貨🔥 韓風熱銷款🏆 韓國ins 吊飾 鑰匙扣 鑰匙圈 文青 汽車鑰匙 公仔 掛飾 吊墜 掛鉤 吊環 墜飾,56254013140,21. 黃色表情吐舌頭鑰匙圈,5,url_suspect,https://cf.shopee.tw/file/1e887871285d7bf3cb4962cd2f9b36d4_tn,https://detail.1688.com/offer/622441480241.html,622441480241,,dead,blocked_captcha,,,,,,,blocked_captcha 卡在 https://s.1688.com//selloffer/offer_search.htm/_____tmd_____/punish?x5secdata=xfC7TB66An8jlPhVB5lrVHzO5xNYUIFv7k__P49OuOV3FkEsSBaa0O8n39oH6aULS_hIambjqi1mAYx9nOjPNTdZ1PFKRaDmXZXlZ33ec41FWJIduzDKdiV4k9pkDtFbcwsFSTZ5XmG1z5IiWork0ehHZvfME9iY0FD26jg2Q3AGtmjye0zeP1umUuHfbXa_eiQ_zPnRkRyfNi6RRV0K0bMxwsphiTEXgKGjZqVvptD4iKJvXuqXvJyOIhs0Ia9zU7zBezCeXui5FqL2LXVGa8se3JEAmGZ5bNWFaTfW9oeU_61d3Pn3YPjeXKvJePKsPvd5kxpyFLafne3b7-2nLPHrmxkQ1iRmAfXA2D8NOmWEnEjHbjbWZWEPYlajqetk5LarvD7qCpYeryCD5ZScMkFaXfW5LyMtvbBZjE81KcVaS5in8bcwunIt_nwbcDWN6fv-IC9QbBx6aDm2NzO3jeC9BPpGZ57_QEyOgzbviV-9Uf_2J3dq0VoNfhjq5YMJNj1Nt2pivRs-mNOw7Hwx-5ELcDFshNMcEa7LJuSWNP5ZK_BXvmQsT2EypYxVuY8uaqCne-6XEhcdNTyhxgL0ARFGx7zp_gHeks2Wa9CfKRcMf1xpBmMQCLUcZxW9RxggbZBjPVhpWN_-T9JBw-_XtgFZFsluf0ggrmD84nIctcJAJgo49qRSeugrq9YRn10jIT1loMP9Q5jmnHj2Beul13Oev16yzeB36oig0cfqAM29zhuGT82LnHrdB5xdGuraU3wgF-3Go4qkQKkh43Wu3urAOcEZxTG7gl0P0M7WAMDhdEZD0qakLJ_m3yk-rK70Qvl4ZRtNotslfUlQdV41v4yOUnXJpvI4dfqKLAk5MnIeUhqxzp_N65KTZQw02NODemOaxqMtXEE3jk3NicGTfEBg__bx__s.1688.com%2fselloffer%2foffer_search.htm&x5step=1 關鍵字「」,site_search,,,2026-09-09T04:04:45Z,
AI2_dead,12439413079,隔日到貨🔥 iPhone 手機殼 17 16 15 14 13 12 11 XS XR SE3 X 保護殼 軟殼 蘋果,171110111469,"2.熊熊,12",5,url_suspect,https://cf.shopee.tw/file/267ed1f2ca0e8508e03806fcfa22fc12_tn,https://detail.1688.com/offer/647266157547.html,647266157547,,dead,no_candidate,,,,,,,原自動配到「可口可乐」僅機型數字撞上、款名完全不對，改標找不到。同店 676437553164：機型對上,same_shop,,,2026-09-09T02:54:54Z,
